event_id,source,state,district,slide_name,nh_sh_location,latitude,longitude,coord_valid,coord_issue,coord_collision,event_date,date_precision,history_raw,material_involved,movement_type,elevation,slope,aspect,curvature,terrain_ruggedness,dem_available,dem_issue
1,GSI,Assam,Hailakandi,Kukinala slide,Kukinala,24.27,92.5,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
2,GSI,Assam,Hailakandi,Jalnachaura slide,Jalnachaura,24.31,92.56,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
3,GSI,Assam,Hailakandi,Nandagram slide,Nandagram Pt. I,24.32,92.51,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
4,GSI,Assam,Hailakandi,Nishkar slide,Mahapur,24.43,92.55,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
5,GSI,Assam,Karimganj,Paglacherra slide,PaglacherraPunj,24.44,92.5,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
6,GSI,Assam,Hailakandi,Lalpani slide,NH - 154,24.44,92.56,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
7,GSI,Assam,Hailakandi,Garapunjislide,Telecherra,24.46,92.52,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
8,GSI,Assam,Hailakandi,Terracherra Slide,Terracherra area,24.478972,92.682861,True,,False,2016-05-17,day,17 May 2016,Debris,Slide,,,,,,False,outside_current_dem_coverage
9,GSI,Assam,Hailakandi,Maneshwarpur landslide,Maneshwarpur,24.48,92.49,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
10,GSI,Assam,Hailakandi,Kurttathal slide,Nunaikhal,24.51,92.64,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
11,GSI,Assam,Hailakandi,Dholaikhal slide,Inner Line Reserved Forest,24.51,92.75,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
12,GSI,Assam,Cachar,Bishnupur Puniyar Slide,Bishnupur Puniyar,24.51,92.9,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
13,GSI,Assam,Hailakandi,Barthal slide,Bilaipur,24.51,92.71,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
14,GSI,Assam,Hailakandi,Lalcherra Slide (Rabinala),"Near Patakhouri Durga Mandir
Under Bilaipur Forest Village;
Lala Police Station",24.511306,92.693028,True,,False,2016-05-18,day,18 May 2016,Debris,Slide,,,,,,False,outside_current_dem_coverage
15,GSI,Assam,Hailakandi,Ramchandi (Koyabasti),Ramchandi area,24.515944,92.540889,True,,False,2016-05-18,day,18 May 2016,Earth,Slide,,,,,,False,outside_current_dem_coverage
16,GSI,Assam,Hailakandi,Dinanathpur slide,Dinanathpur,24.52,92.53,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
17,GSI,Assam,Hailakandi,Lala Chaura Bagan slide,Lala Chaura Bagan,24.53,92.63,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
18,GSI,Assam,Cachar,Raj Nagar Slide,Raj Nagar,24.53,92.84,True,,True,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
19,GSI,Assam,Cachar,Shymacharanpur slide,Shyamacharanpur,24.53,92.84,True,,True,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
20,GSI,Assam,Hailakandi,Nubarnapur slide,Lalamukh village,24.54,92.63,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
21,GSI,Assam,Hailakandi,Dwarbond- Bilaipur slide,Dwarbond- Bilaipur road,24.55,92.74,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
22,GSI,Assam,Hailakandi,Purbanakshatila slide 1,Purbanakshatila,24.55,92.75,True,,True,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
23,GSI,Assam,Hailakandi,Purbanakshatila slide 2,Purbanakshatila,24.55,92.75,True,,True,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
24,GSI,Assam,Cachar,Maniarkhal Slide,Maniarkhal Pt VII (Tea estate),24.56,92.94,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
25,GSI,Assam,Cachar,Palgana slide,"Paglagaon (near Mursabarti)
under Baghbahar GP part 3",24.57025,92.685,True,,False,2010-04-02,day,02 April 2010,Debris,Slide,,,,,,False,outside_current_dem_coverage
26,GSI,Assam,Cachar,Pruptal slide,Pruptal,24.62,92.83,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
27,GSI,Assam,Cachar,Panibara slide,Panibara,24.62,92.84,True,,False,2019,year,2019,Debris,Slide,,,,,,False,outside_current_dem_coverage
28,GSI,Assam,Hailakandi,BoroJalenga slide,BoroJalenga,24.63,92.74,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
29,GSI,Assam,Cachar,Bhuban Nagar slide,Bhuban Nagar,24.64,92.98,True,,False,2019,year,2019,Debris,Slide,,,,,,False,outside_current_dem_coverage
30,GSI,Assam,Cachar,Khasiapunji slide,Khasiapunji village,24.645417,93.005361,True,,False,2016-08-31,day,31 August 2016,Debris,Slide,,,,,,False,outside_current_dem_coverage
31,GSI,Assam,Karimganj,Rakhalbasti,"Rakhalbasti, near Sonaicherra
TG. Under Ram Krishna",24.659389,92.497361,True,,False,2016-05-18,day,18 May 2016,Earth,Slide,,,,,,False,outside_current_dem_coverage
32,GSI,Assam,Hailakandi,Mohanpur Grant Slide 1,"Mohanpur Grant, Hailakandi
Circle.",24.70364,92.64681,True,,False,2020,year,02nd June 2020,Debris,Slide,,,,,,False,outside_current_dem_coverage
33,GSI,Assam,Karimganj,Satkaragul,NH-44,24.70619,92.28997,True,,True,,none,,Earth,Flow,,,,,,False,outside_current_dem_coverage
34,GSI,Assam,Hailakandi,Mohanpur Grant Slide 2,"Mohanpur Grant, Hailakandi
Circle.",24.70656,92.65008,True,,False,2020-06-02,day,02 June 2020,Debris,Slide,,,,,,False,outside_current_dem_coverage
35,GSI,Assam,Karimganj,Rongpur slide,Rongpur Village,24.710833,92.481167,True,,False,2010-06-03,day,03 June 2010,Debris,Slide,,,,,,False,outside_current_dem_coverage
36,GSI,Assam,Cachar,Govindnagar Slide,"Govindnagar Pt. II, Sonai",24.72192,92.90381,True,,False,2020-06-05,day,05 June 2020,Debris,Slide,,,,,,False,outside_current_dem_coverage
37,GSI,Assam,Hailakandi,Mohanpur Grant Slide 3,"Mohanpur Grant, Hailakandi
Circle.",24.73117,92.64739,True,,False,2020-06-02,day,02 June 2020,Debris,Slide,,,,,,False,outside_current_dem_coverage
38,GSI,Assam,Karimganj,Karimpur Slide 2,"Karimpur, Nilam Bazar",24.78002778,92.45372222,True,,False,2020-06-02,day,02 June 2020,Earth,Slide,,,,,,False,outside_current_dem_coverage
39,GSI,Assam,Karimganj,Karimpur Slide 1,"Karimpur, Nilam Bazar",24.78380556,92.45563889,True,,False,2020-06-02,day,02 June 2020,Earth,Slide,,,,,,False,outside_current_dem_coverage
40,GSI,Assam,Hailakandi,Chandipur Grant Slide,"Bowarthar, Chandipur, Algapur
Circle.",24.79489,92.55506,True,,False,2020-06-02,day,02 June 2020,Debris,Slide,,,,,,False,outside_current_dem_coverage
41,GSI,Assam,Cachar,Lowajuri,NH53,24.795892,93.045425,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
42,GSI,Assam,Cachar,Lalpani,NH53,24.813648,93.073009,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
43,GSI,Assam,Cachar,Kanakpur Slide,"Kanakpur Pt. III, Lakhipur,
Joypur",24.92097,93.07306,True,,False,2020-06-02,day,02 June 2020,Earth,Slide,,,,,,False,outside_current_dem_coverage
44,GSI,Assam,Cachar,Haticherra slide,"NH-27(Old NH-54E, Silchar-
Lumding road)",24.93,92.84,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
45,GSI,Assam,Cachar,Borkola Cyan Nagar slide,Borkola Cyan Nagar Natun Basti,24.95,92.73,True,,False,2018,year,2018,Debris,Slide,,,,,,False,outside_current_dem_coverage
46,GSI,Assam,Cachar,Subong slide,Subong Tea Estate,24.95,92.8,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
47,GSI,Assam,Cachar,Nagadun slide,Nagadun,24.96,92.92,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
48,GSI,Assam,Cachar,Bicrampore slide-1,"Bicrampore Tea Estate, near
BSF camp",24.96,92.7,True,,True,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
49,GSI,Assam,Cachar,Bicrampore Slide -2,"Bicrampore Tea Estate, near
BSF camp",24.96,92.7,True,,True,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
50,GSI,Assam,Cachar,Guabari slide-2,Guabari (Naku nala),24.96,92.95,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
51,GSI,Assam,Cachar,Sonbari Slide,Sonbari,24.96,92.66,True,,True,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
52,GSI,Assam,Cachar,Dinonatpur slide,Dinonatpur,24.96,92.66,True,,True,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
53,GSI,Assam,Cachar,Tikal Nadi,ONGC road,24.96,92.98,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
54,GSI,Assam,Cachar,Balichhara slide-1,"NH-27(Old NH-54E, Silchar-
Lumding road)",24.97,92.76,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
55,GSI,Assam,Cachar,Narainchara grant slide,Narainchara grant,24.97,92.72,True,,True,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
56,GSI,Assam,Cachar,Narainchora slide-1,Narainchora,24.97,92.72,True,,True,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
57,GSI,Assam,Cachar,Naraichhora slide-2,Narainchora,24.97,92.72,True,,True,2017,year,2017,Debris,Slide,,,,,,False,outside_current_dem_coverage
58,GSI,Assam,Cachar,Lailongchara 3,Lailongchara village,24.97228,93.03289,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
59,GSI,Assam,Cachar,Lailongchara 2,Near Lailongchara village,24.97692,93.033,True,,False,,none,,Rock,Fall,,,,,,False,outside_current_dem_coverage
60,GSI,Assam,Cachar,Lailongchara 1,NH53,24.97714,93.03344,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
61,GSI,Assam,Cachar,Balichhara slide-3,"NH-27(Old NH-54E, Silchar-
Lumding road)",24.98,92.75,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
62,GSI,Assam,Cachar,Guabari slide-1,Guabari,24.98,92.96,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
63,GSI,Assam,Cachar,Ekala Basti slide,Ekala Basti (Railway line),24.98,92.72,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
64,GSI,Assam,Cachar,Khurkurie slide,Khurkurie,24.99,92.6,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
65,GSI,Assam,Cachar,Tarapur slide,Tarapur,24.99,92.45,True,,False,2016,year,2016,Debris,Slide,,,,,,False,outside_current_dem_coverage
66,GSI,Assam,Cachar,Balichhara slide-2,"NH-27(Old NH-54E, Silchar-
Lumding road)",24.99,92.75,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
67,GSI,Assam,Cachar,Bara Arkap_1,"Raja Bazaar ΓÇôBara Arkap
road.",24.993,93.161583,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
68,GSI,Assam,Cachar,Bara Arkap_2,"Raza Bazaar ΓÇôBara Arkap
Highway.",24.99561,93.16261,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
69,GSI,Assam,Cachar,Natanpur slide,Natanpur,25.0,92.43,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
70,GSI,Assam,Dima Hasao,Jenam Ghat road,"State Highway, 3 km before
Jenam Ghat",25.003,93.164,True,,False,,none,,Earth,Slide,,,,,,False,outside_current_dem_coverage
71,GSI,Assam,Dima Hasao,Nutan Leikul-6,Nutan Leikul.NH-54,25.008,93.04,True,,False,2014,year,2014,Earth,Slide,,,,,,False,outside_current_dem_coverage
72,GSI,Assam,Cachar,New Jatinga slide,"NH-27(Old NH-54E, Silchar-
Lumding road)",25.01,92.75,True,,True,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
73,GSI,Assam,Cachar,NH -27 slide 2,"NH-27(Old NH-54E, Silchar-
Lumding road)",25.01,92.75,True,,True,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
74,GSI,Assam,Cachar,NH -27 slide 1,"NH-27(Old NH-54E, Silchar-
Lumding road)",25.01,92.75,True,,True,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
75,GSI,Assam,Cachar,Jatinga River slide-2,Damchara,25.01,92.73,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
76,GSI,Assam,Dima Hasao,Miyunkro1,NH54,25.010379,92.75482,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
77,GSI,Assam,Dima Hasao,Durbintola4,NH54,25.01856,92.77011,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
78,GSI,Assam,Dima Hasao,Durbintola5,NH53,25.019029,92.770549,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
79,GSI,Assam,Cachar,Bhamai slide-1,Karbi houses(Bhamai river side),25.02,92.52,True,,True,2019,year,2019,Debris,Slide,,,,,,False,outside_current_dem_coverage
80,GSI,Assam,Cachar,Bhamai slide-2,Karbi Houses (Bhamai river side),25.02,92.52,True,,True,2019,year,2019,Debris,Slide,,,,,,False,outside_current_dem_coverage
81,GSI,Assam,Cachar,0.21 km N of Malidhar,NH44,25.029708,92.463967,True,,False,2015,year,2015,Debris,Slide,,,,,,False,outside_current_dem_coverage
82,GSI,Assam,Cachar,0.39 km N of Malidhar,NH44,25.031431,92.463231,True,,False,2015,year,2015,Debris,Slide,,,,,,False,outside_current_dem_coverage
83,GSI,Assam,Cachar,0.48 km N of Malidhar,NH44,25.032119,92.462636,True,,False,2015,year,2015,Debris,Slide,,,,,,False,outside_current_dem_coverage
84,GSI,Assam,Cachar,0.58 km NW of Malidhar,NH44,25.032989,92.462214,True,,False,2015,year,2015,Debris,Slide,,,,,,False,outside_current_dem_coverage
85,GSI,Assam,Dima Hasao,Durbintola5,NH54,25.034948,92.778753,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
86,GSI,Assam,Dima Hasao,Durbintola3,NH54,25.0365,92.780417,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
87,GSI,Assam,Cachar,2 km E of Rathacherra,NH44 (near to weight bridge),25.037203,92.450339,True,,False,2015,year,2015,Debris,Slide,,,,,,False,outside_current_dem_coverage
88,GSI,Assam,Dima Hasao,Durbintola2,NH54,25.039722,92.781889,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
89,GSI,Assam,Dima Hasao,Durbintola1,NH54,25.041083,92.783111,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
90,GSI,Assam,Dima Hasao,Bandarkhal11,NH54,25.046444,92.789667,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
91,GSI,Assam,Dima Hasao,Bandarkhal10,NH54,25.046778,92.790111,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
92,GSI,Assam,Dima Hasao,Bandarkhal9,NH54,25.047417,92.793389,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
93,GSI,Assam,Dima Hasao,Bandarkhal railway slide.,"Between NFR Bridge No. 305
and Tunnel No. 19 (~2 km SW of
Bandarkhal Railway Station).",25.04783,92.78931,True,,True,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
94,GSI,Assam,Dima Hasao,Bandarkhal8,NH54,25.049417,92.796722,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
95,GSI,Assam,Dima Hasao,Bandarkhal7,NH54,25.049444,92.79725,True,,False,,none,,Soil,Slide,,,,,,False,outside_current_dem_coverage
96,GSI,Assam,Dima Hasao,Bandarkhal7,NH54,25.049917,92.799667,True,,False,,none,,Rock cum debris,Slide,,,,,,False,outside_current_dem_coverage
97,GSI,Assam,Dima Hasao,Bandarkhal6,NH54,25.054917,92.800333,True,,False,,none,,Soil,Slide,,,,,,False,outside_current_dem_coverage
98,GSI,Assam,Dima Hasao,Bandarkhal5,NH54,25.056611,92.801722,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
99,GSI,Assam,Dima Hasao,Bandarkhal3,NH54,25.060088,92.807089,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
100,GSI,Assam,Dima Hasao,Bandarkhal4,NH54,25.060944,92.80675,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
101,GSI,Assam,Dima Hasao,Paschim Bandarkhla3,West of Paschim Bandarkhal,25.061375,92.795906,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
102,GSI,Assam,Dima Hasao,Bandarkhal2,NH54,25.061417,92.806833,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
103,GSI,Assam,Dima Hasao,Paschim Bandarkhla1,West of Paschim Bandarkhal,25.061847,92.79345,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
104,GSI,Assam,Dima Hasao,Paschim Bandarkhla2,West of Paschim Bandarkhal,25.063378,92.795536,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
105,GSI,Assam,Dima Hasao,Bandarkhal1,NH54,25.063472,92.807796,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
106,GSI,Assam,Dima Hasao,,"Data taken from P. Songkai to
Natun Songkai road",25.07,93.29,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
107,GSI,Assam,Dima Hasao,Paschim Bandarkhla4,North of Paschim Bandarkhal,25.072636,92.794514,True,,False,,none,,Soil,Slide,,,,,,False,outside_current_dem_coverage
108,GSI,Assam,Dima Hasao,Kayang1,NH54,25.073228,92.814734,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
109,GSI,Assam,Dima Hasao,Duiheng2,Old HaflongSilchar road,25.078935,92.95379,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
110,GSI,Assam,Dima Hasao,Duiheng1,Old HaflongSilchar road,25.088389,92.958944,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
111,GSI,Assam,Dima Hasao,,"P. Songkai to Natun Songkai
road",25.1,93.28,True,,False,,none,,Rock,Slide,,,,,,False,outside_current_dem_coverage
114,GSI,Assam,Dima Hasao,Retzawl5,Old HaflongSilchar road,25.10275,92.986944,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
115,GSI,Assam,Dima Hasao,Retzawl6,Old HaflongSilchar road,25.10292,92.986883,True,,False,,none,,Rock cum debris,Slide,,,,,,False,outside_current_dem_coverage
116,GSI,Assam,Dima Hasao,Retzawl1,NH54,25.105414,92.972784,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
117,GSI,Assam,Dima Hasao,Silchar road,NH-54 near Jatinga,25.106,93.001,True,,False,,none,,Earth,Slide,,,,,,False,outside_current_dem_coverage
118,GSI,Assam,Dima Hasao,Retzawl2,Old HaflongSilchar road,25.106956,92.991363,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
119,GSI,Assam,Dima Hasao,Silchar road,NH-54 near Jatinga,25.107,93.002,True,,False,,none,,Earth,Slide,,,,,,False,outside_current_dem_coverage
120,GSI,Assam,Dima Hasao,Bara Mulkai sinking zone.,NH54,25.107546,92.885543,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
121,GSI,Assam,Dima Hasao,Silchar road,NH-54 near Jatinga,25.108,93.003,True,,False,,none,,Earth,Slide,,,,,,False,outside_current_dem_coverage
122,GSI,Assam,Dima Hasao,Retzawl3,NH54,25.108759,92.978048,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
123,GSI,Assam,Dima Hasao,Retzawl4,West of Retzawl,25.108806,92.975139,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
124,GSI,Assam,Dima Hasao,Chhota Kapurchhara1 slide.,NH54,25.108877,92.929125,True,,False,,none,,Soil,Slide,,,,,,False,outside_current_dem_coverage
125,GSI,Assam,Dima Hasao,New Harangajao railway station slide.,NH54,25.11219,92.86881,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
126,GSI,Assam,Dima Hasao,Jatinga Lampur railway slide.,"Between Jatinga Lampur
Railway Station and Harangajao
Railway Station.",25.11286,92.87756,True,,True,,none,,Soil,Slide,,,,,,False,outside_current_dem_coverage
127,GSI,Assam,Dima Hasao,Jatinga Lampur sinking zone.,NH54,25.11297,92.95433,True,,False,,none,,Soil,Slide,,,,,,False,outside_current_dem_coverage
128,GSI,Assam,Dima Hasao,Silchar road slide.,NH-54 near Jatinga.,25.118,93.014,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
129,GSI,Assam,Dima Hasao,Silchar road,NH-54 near Jatinga,25.119,93.017,True,,False,,none,,Earth,Slide,,,,,,False,outside_current_dem_coverage
130,GSI,Assam,Dima Hasao,Silchar road,NH-54 near Jatinga,25.119,93.018,True,,False,,none,,Earth,Slide,,,,,,False,outside_current_dem_coverage
131,GSI,Assam,Dima Hasao,Silchar road,NH-54 near Jatinga,25.12,93.02,True,,False,,none,,Earth,Slide,,,,,,False,outside_current_dem_coverage
132,GSI,Assam,Dima Hasao,Mailongdisa-Harangajao slide,"Between Mailongdisa and
Harangajao Railway stations.
CHainage:128.400 km to
128.600 km",25.121,92.915028,True,,False,2010-06-20,day,20 June 2010,Debris,Slide,,,,,,False,outside_current_dem_coverage
133,GSI,Assam,Dima Hasao,Bara Wapu,"Bara Wapu, NH-54",25.122,93.025,True,,False,2014,year,2014,Earth,Slide,,,,,,False,outside_current_dem_coverage
134,GSI,Assam,Dima Hasao,Jatinga,Jatinga NH-54,25.122,93.026,True,,False,2014,year,2014,Earth,Slide,,,,,,False,outside_current_dem_coverage
135,GSI,Assam,Dima Hasao,Jatinga Orange Garden Slide.,"Jatinga,NH-54",25.123,93.034,True,,False,2014,year,2014,Earth,Slide,,,,,,False,outside_current_dem_coverage
136,GSI,Assam,Dima Hasao,Jatinga slide,Near Jatinga,25.123,93.033,True,,False,2014,year,2014,Earth,Slide,,,,,,False,outside_current_dem_coverage
137,GSI,Assam,Dima Hasao,Mailongdisa-Harangajao-2 slide,"Between Mailongdisa and
Harangajao railway station
(Chainage: 130.100 Km to
130.400 Km)",25.124306,92.904278,True,,False,2010-04-02,day,02 April 2010,Debris,Slide,,,,,,False,outside_current_dem_coverage
138,GSI,Assam,Dima Hasao,Jatinga-Longrangajao slide,"Between Jatinga and
Longrangajao Railway stations
(Chainage:120.100 km to
120.400 km)",25.124583,92.989111,True,,False,2010-06-16,day,16 June 2010,Debris,Slide,,,,,,False,outside_current_dem_coverage
139,GSI,Assam,Dima Hasao,Longrangajao slide.,Longrangajao village,25.12906,92.97418,True,,False,,none,,Soil,Slide,,,,,,False,outside_current_dem_coverage
140,GSI,Assam,Dima Hasao,,"Along Jenam river, Hangrum
area",25.13,93.27,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
141,GSI,Assam,Dima Hasao,,"Data recorded from Hangrum to
Songkai road",25.13,93.29,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
142,GSI,Assam,Dima Hasao,Nutan Leikul-Kelelo Sinking zone,On NH-54,25.134,93.045,True,,False,2014,year,2014,Earth,Slide,,,,,,False,outside_current_dem_coverage
143,GSI,Assam,Dima Hasao,Jatinga-2,"Jatinga, Haflong",25.134472,93.018972,True,,False,2016,year,2016,Rock cum Debris,Slide,,,,,,False,outside_current_dem_coverage
144,GSI,Assam,Dima Hasao,Kelelo slide-1,NH-54 Near Kelolo village,25.135,93.04,True,,True,2014,year,2014,Earth,Slide,,,,,,False,outside_current_dem_coverage
145,GSI,Assam,Dima Hasao,Nutan Leikul-5,Nutan Leikul.NH-54,25.135,93.04,True,,True,2014,year,2014,Earth,Slide,,,,,,False,outside_current_dem_coverage
146,GSI,Assam,Dima Hasao,Kelelo-4,Kelelo NH-54,25.136,93.04,True,,False,2014,year,2014,Earth,Slide,,,,,,False,outside_current_dem_coverage
147,GSI,Assam,Dima Hasao,NutanLeikul-2,"NutanLeikul, NH-54",25.137,93.04,True,,True,2014,year,2014,Earth,Slide,,,,,,False,outside_current_dem_coverage
148,GSI,Assam,Dima Hasao,Kelelo -2,"Kelelo village,NH-54",25.137,93.034,True,,False,2014,year,2014,Earth,Flow,,,,,,False,outside_current_dem_coverage
149,GSI,Assam,Dima Hasao,Kelelo-3,"Kelelo,NH-54",25.137,93.04,True,,True,2014,year,2014,Earth,Slide,,,,,,False,outside_current_dem_coverage
150,GSI,Assam,Dima Hasao,Jatinga slide,"Jatinga, NH-54",25.137,93.018,True,,False,2014,year,2014,Earth,Slide,,,,,,False,outside_current_dem_coverage
151,GSI,Assam,Dima Hasao,Bara Haflong,"Bara Haflong,village.",25.139,93.025,True,,True,2014,year,2014,Earth,Slide,,,,,,False,outside_current_dem_coverage
152,GSI,Assam,Dima Hasao,Bara Haflong-3,"Bara Haflong,Near New Haflong
RS",25.139,93.025,True,,True,,none,,Earth,Slide,,,,,,False,outside_current_dem_coverage
153,GSI,Assam,Dima Hasao,NutanLeikul-3,"Nutan.Leikul,NH-54",25.139,93.04,True,,False,2014,year,2014,Earth,Slide,,,,,,False,outside_current_dem_coverage
154,GSI,Assam,Dima Hasao,Jatinga-Haflong Road section-1,"Jatinga-Haflong Road section,
Haflong",25.139611,93.019556,True,,True,2016,year,2016,Rock cum Debris,Slide,,,,,,False,outside_current_dem_coverage
155,GSI,Assam,Dima Hasao,,Below Hangrum village.,25.14,93.31,True,,False,,none,,Debris,Slide,,,,,,False,outside_current_dem_coverage
156,GSI,Assam,Dima Hasao,,Hangrum village,25.14,93.3,True,,False,2018,year,2018,Debris,Slide,,,,,,False,outside_current_dem_coverage
157,GSI,Assam,Dima Hasao,"Near and below Assam rifles camp,
Boro Haflong-3","Boro Haflong, Haflong",25.140417,93.020389,True,,True,2014,year,2014,Debris,Slide,,,,,,False,outside_current_dem_coverage
158,GSI,Assam,Dima Hasao,Nutan Leikul-1,"Nutan Leikul, NH-54",25.142,93.04,True,,True,2014,year,2014,Earth,Slide,,,,,,False,outside_current_dem_coverage
159,GSI,Assam,Dima Hasao,Nutan Leikul-4,"Nutan Leikul,NH-54",25.142,93.04,True,,True,2014,year,2014,Earth,Slide,,,,,,False,outside_current_dem_coverage
160,GSI,Assam,Dima Hasao,Thingbhung,Near Thingbhung village,25.145,93.158,True,,False,,none,,Earth,Slide,,,,,,False,outside_current_dem_coverage
161,GSI,Assam,Dima Hasao,New Haflong R. S slide(3),New Haflong Railway Station,25.14525,93.029167,True,,True,2016,year,2016,Debris,Slide,,,,,,False,outside_current_dem_coverage
162,GSI,Assam,Dima Hasao,"Vidya Mandir, Boro Haflong-2","Boro Haflong, Haflong",25.145861,93.024194,True,,False,2016,year,2016,Rock cum Debris,Slide,,,,,,False,outside_current_dem_coverage
